userName,score,content,at
A Google user,1,it doesn't work on my new device. pls help me sort it out,2025-06-02 18:15:40
A Google user,5,best business app ever ❤️😻,2025-06-02 17:37:28
A Google user,5,I want install moniepoint business,2025-06-02 17:27:50
A Google user,5,very nice,2025-06-02 17:07:41
A Google user,5,am so happy for your help today,2025-06-02 16:40:28
A Google user,5,nice,2025-06-02 15:54:25
A Google user,5,it was awesome,2025-06-02 15:25:26
A Google user,4,is okay,2025-06-02 15:05:32
A Google user,5,good,2025-06-02 14:31:19
A Google user,5,i love monie point so much,2025-06-02 14:01:35
A Google user,5,nice,2025-06-02 13:36:06
A Google user,5,excellent,2025-06-02 12:57:04
A Google user,5,moniepoint is very perfect and good for uses,2025-06-02 12:49:03
A Google user,4,good app,2025-06-02 12:14:35
A Google user,4,it's very fast,2025-06-02 11:41:44
A Google user,5,it a good venture,2025-06-02 10:41:57
A Google user,5,best online banking,2025-06-02 10:19:15
A Google user,4,smooth transaction,2025-06-02 10:09:07
A Google user,5,always Good Life,2025-06-02 10:05:07
A Google user,5,good,2025-06-02 09:23:29
A Google user,5,very good,2025-06-02 09:19:17
A Google user,5,good app,2025-06-02 09:14:18
A Google user,5,Excellent,2025-06-02 09:14:01
A Google user,5,You actually gave the big banks a retirement bench. Thanks for being professional. You make commerce an easy adventure,2025-06-02 08:52:38
A Google user,5,good and nice 👍,2025-06-02 08:15:51
A Google user,5,"sweet and relatable, fast payment go to moniepoint",2025-06-02 08:15:06
A Google user,5,love moniepoint,2025-06-02 07:59:04
A Google user,5,review and improve your network for the efficient service,2025-06-02 07:45:31
A Google user,5,superb,2025-06-02 07:20:04
A Google user,5,really good 👍,2025-06-02 06:58:11
A Google user,5,so good I love it,2025-06-02 06:45:21
A Google user,5,I love Using Moneipoint for transportation it fast and easy,2025-06-02 06:21:04
A Google user,5,moniepoint is better than others,2025-06-02 06:09:48
A Google user,5,Best banking app,2025-06-02 06:05:47
A Google user,5,good,2025-06-02 03:45:10
A Google user,5,good,2025-06-02 02:06:35
A Google user,5,good job,2025-06-02 00:16:12
A Google user,5,moniespoint faster in transactions,2025-06-01 23:10:29
A Google user,5,Monie point is super good but their customer care representative should be responding to emails on time to encourage the customers during difficult times...,2025-06-01 23:00:26
A Google user,5,it's so easy to operate,2025-06-01 22:44:31
A Google user,5,very good 👍,2025-06-01 22:05:50
A Google user,5,very good network,2025-06-01 22:03:05
A Google user,5,Good,2025-06-01 21:35:38
A Google user,5,happy with moniepoint,2025-06-01 21:24:08
A Google user,5,very cool,2025-06-01 21:14:52
A Google user,4,good,2025-06-01 20:37:25
A Google user,1,Please they have locked my pos terminal,2025-06-01 20:37:06
A Google user,5,"excellent, but d charges is nt fair",2025-06-01 19:08:35
A Google user,5,fantastic,2025-06-01 18:23:46
A Google user,5,monie point is fantastic.l like it,2025-06-01 18:04:21
A Google user,5,look so good,2025-06-01 18:02:29
A Google user,5,the best 👌,2025-06-01 17:24:08
A Google user,5,I love moniepoint,2025-06-01 17:13:19
A Google user,5,I love this App,2025-06-01 16:32:58
A Google user,5,very good 👍 Bank,2025-06-01 16:17:00
A Google user,5,nice app,2025-06-01 15:50:59
A Google user,5,so nice and fantastic,2025-06-01 15:43:48
A Google user,5,I'm new here but I really love money point because of their free tarsfar,2025-06-01 15:23:09
A Google user,4,good,2025-06-01 14:48:01
A Google user,5,so good and beautiful,2025-06-01 14:36:47
A Google user,5,iblove monie point walahi what about you ?,2025-06-01 14:34:14
A Google user,5,very ok,2025-06-01 14:09:51
A Google user,4,"the app is great, and how can I withdraw my promotion balance from the app",2025-06-01 14:06:52
A Google user,5,goodieeee,2025-06-01 13:52:40
A Google user,5,Because of Monie point I closed my account with other bank,2025-06-01 13:23:02
A Google user,5,good one,2025-06-01 12:46:12
A Google user,5,I love the bank so much,2025-06-01 12:41:30
A Google user,4,Good banking system,2025-06-01 12:19:16
A Google user,1,moniepoint are not trying. I have tried applying for business loan not is working. this is sad,2025-06-01 11:31:39
A Google user,5,moniepoint is so suitable to used when if I seen moniepoint I feel so glad,2025-06-01 11:25:56
A Google user,5,excellent,2025-06-01 11:20:11
A Google user,4,awesome,2025-06-01 11:02:38
A Google user,5,awesome,2025-06-01 10:59:29
A Google user,5,"Perfect, Ultra Super sweet and amazing transactions with less charges and Zero wahala. refer a friend and also earn dangerously. I referred one friend but I earned more than 5k and still earning till now.",2025-06-01 10:58:56
A Google user,5,perfect,2025-06-01 10:43:34
A Google user,5,Nice app,2025-06-01 10:39:50
A Google user,4,so Nice experience with monie point,2025-06-01 10:32:09
A Google user,5,very good and reliable,2025-06-01 10:28:55
A Google user,5,good and secured too,2025-06-01 10:26:02
A Google user,5,I like this app,2025-06-01 10:19:11
A Google user,5,this app is good,2025-06-01 10:13:46
A Google user,5,the best app ever,2025-06-01 09:59:36
A Google user,1,"Keep telling to update. Where as i am using the updated Version, can open the app because of the update notification, i nor know whether una Want make i go live in the future",2025-06-01 09:45:57
A Google user,5,"really, I have not been disappointed since I have been operating it, even when i made a withdrawal and it did not reflect on my terminal, and the owner of the ATM has noticed debt alert, I quickly ran to setting on my terminal and in a few minutes they refund the money back to the owner without hesitation",2025-06-01 09:45:01
A Google user,5,very good,2025-06-01 09:40:16
A Google user,5,awesome,2025-06-01 09:32:25
A Google user,5,great,2025-06-01 09:27:57
A Google user,5,good,2025-06-01 09:27:29
A Google user,5,very good,2025-06-01 09:22:03
A Google user,5,The app is so easy to use and friendly in terms of self service.,2025-06-01 08:56:33
A Google user,5,Awesome Fantastic Quick Response Nice Trustworthy Amazing,2025-06-01 08:51:20
A Google user,5,fast and reliable,2025-06-01 08:42:39
A Google user,5,I give you guys excellent 👍,2025-06-01 08:33:16
A Google user,5,"infact moneypoint is best and fast, when they are talking about wallet. monie point is on point",2025-06-01 07:51:50
A Google user,1,poor,2025-06-01 07:31:02
A Google user,5,very good,2025-06-01 07:17:50
A Google user,1,"I just hope this money point will dupe people unlike cibex because I don't know why I will make a transaction on my terminal and the customer was debited and you guys refused to add it to my account, and they now refuse to let the transaction to appear in transaction history , so that there will be no evidence, I don't really have full trust in them",2025-06-01 07:11:17
A Google user,5,I want to make money on it and earn more money,2025-06-01 06:57:35
A Google user,5,Great bank with no stories,2025-06-01 06:53:51
A Google user,4,excellent,2025-06-01 06:47:36
A Google user,1,nice,2025-06-01 06:30:49
A Google user,3,nice doing business with you,2025-06-01 06:14:58
A Google user,2,We are having a problem adding new businesses to our MoniePoint business app at Level 5. Once it gets to 2/2 it tells us we cannot add a new business at this time. Can someone please resolve this buggy situation please. It is beyond frustrating. Thank you.,2025-06-01 06:08:37
A Google user,3,moniepoint business banking is a good bank,2025-06-01 05:44:30
A Google user,5,"I'm going to enjoying transaction from UK that's why I love it, you are doing well",2025-06-01 04:55:41
A Google user,5,ok,2025-06-01 02:36:43
A Google user,5,too exceptional,2025-06-01 01:57:38
A Google user,5,great 😊👌,2025-06-01 01:45:06
A Google user,5,Good service,2025-06-01 01:25:58
A Google user,5,best wallet,2025-06-01 01:14:24
A Google user,4,"l love moniepoint, very nice banking",2025-06-01 00:52:45
A Google user,4,Satisfactory,2025-06-01 00:43:03
A Google user,5,Super fast and friendly to use,2025-06-01 00:15:50
A Google user,5,fantastic,2025-05-31 23:16:07
A Google user,5,fantastic,2025-05-31 23:12:07
A Google user,5,great I love moniepoint,2025-05-31 22:41:10
A Google user,3,not bad,2025-05-31 21:59:28
A Google user,5,good,2025-05-31 21:03:45
A Google user,1,perfect,2025-05-31 20:50:46
A Google user,5,so much excited with you people's service,2025-05-31 20:43:45
A Google user,4,Amazing,2025-05-31 20:40:36
A Google user,5,It's very fast and satisfying but your network isn't stable at all,2025-05-31 20:38:33
A Google user,5,Amazing experience,2025-05-31 20:38:19
A Google user,1,good,2025-05-31 20:32:51
A Google user,5,good to gave,2025-05-31 20:23:55
A Google user,5,I love it more than Opay,2025-05-31 19:51:27
A Google user,5,l really enjoy working with MONIEPOINT,2025-05-31 18:48:43
A Google user,1,"their service is not as gpod as opay, do not download, opay is the best or palmpay. i repeat do not download and install you will regret",2025-05-31 18:31:50
A Google user,5,I love moniepoint well,2025-05-31 17:53:01
A Google user,4,good and fast transaction,2025-05-31 17:21:34
A Google user,5,cool,2025-05-31 17:07:28
A Google user,5,"this app really makes sense, and it's helpful in terms of transactions. the security is also perfect.",2025-05-31 17:06:15
A Google user,1,Cool and fast,2025-05-31 16:50:25
A Google user,5,very good and excellent in making transaction,2025-05-31 16:33:01
A Google user,4,good,2025-05-31 16:28:32
A Google user,5,good,2025-05-31 16:10:18
A Google user,4,great,2025-05-31 16:05:45
A Google user,5,very great,2025-05-31 15:49:36
A Google user,4,The service is friendly,2025-05-31 15:45:26
A Google user,5,awesome,2025-05-31 15:15:01
A Google user,1,yes it's not showing anything,2025-05-31 15:09:45
A Google user,4,Am using the app for a while it's very good and easy to use but the only thing that need to be improve is the face verification sometimes it's little harder before it login.,2025-05-31 14:20:57
A Google user,5,moniepoint is good 💯,2025-05-31 14:18:42
A Google user,5,very fast and reliable,2025-05-31 14:04:22
A Google user,5,Excellent service and well secure,2025-05-31 13:30:30
A Google user,5,I love moniepoint,2025-05-31 13:07:57
A Google user,5,very good,2025-05-31 12:45:28
A Google user,5,good,2025-05-31 12:28:14
A Google user,5,Alhamdulillahi,2025-05-31 12:16:40
A Google user,4,Best pos business option,2025-05-31 12:15:35
A Google user,5,monie point is better but need to upgrade their sarvices,2025-05-31 11:51:58
A Google user,1,"it's good, just that I don't get alerts on my transactions",2025-05-31 11:51:02
A Google user,5,very good app,2025-05-31 11:36:00
A Google user,5,"Moniepoint is the best, patronise them today",2025-05-31 11:29:33
A Google user,5,exceptional,2025-05-31 11:02:54
A Google user,5,Good and excellent,2025-05-31 10:44:20
A Google user,5,🥰🥰🥰,2025-05-31 10:12:24
A Google user,4,it's easy and flexible,2025-05-31 10:11:45
A Google user,4,I just love the fact that it's very fast in receiving alert,2025-05-31 10:07:24
A Google user,4,easy to use but sometimes it takes a little bit time before the transaction approved,2025-05-31 10:04:54
A Google user,5,alhamdulillah,2025-05-31 10:01:37
A Google user,1,i have been complaining about my account 😭 till now monipoint can't retify it. I can't assess my mobile app. very poor service I see here,2025-05-31 09:56:12
A Google user,5,super good and fast,2025-05-31 09:52:02
A Google user,5,yeah,2025-05-31 09:37:52
A Google user,5,very fantastic !,2025-05-31 09:06:34
A Google user,5,fantastic and awesome,2025-05-31 08:53:22
A Google user,5,SPLENDID,2025-05-31 08:41:02
A Google user,5,best,2025-05-31 08:08:25
A Google user,5,My experience with your happy is fine. Thank you and keep it up.,2025-05-31 07:56:53
A Google user,4,it's ok,2025-05-31 07:56:32
A Google user,5,very good,2025-05-31 07:26:46
A Google user,5,Excellent,2025-05-31 07:09:43
A Google user,5,It's recomendeble,2025-05-31 07:07:30
A Google user,4,Performance is Swift. Deposit Affirmation is thoughtful.,2025-05-31 06:52:34
A Google user,5,"I love working with this app,the app is amazing past accurate,I like the way the app is working....",2025-05-31 06:44:59
A Google user,5,"one of the best, fast and reliable in teams of transactions and payments. get one for yourself and tell the story.",2025-05-31 06:33:11
A Google user,5,💯Nice one,2025-05-31 06:22:14
A Google user,5,amazing,2025-05-31 06:22:05
A Google user,5,nice,2025-05-31 06:02:35
A Google user,5,good bank,2025-05-31 05:41:22
A Google user,5,Good,2025-05-31 03:27:33
A Google user,2,very good,2025-05-31 03:22:56
A Google user,3,I love it,2025-05-31 02:39:08
A Google user,5,I love this app,2025-05-31 02:34:18
A Google user,5,it helps me for my business,2025-05-31 01:58:45
A Google user,5,nice,2025-05-31 01:34:30
A Google user,5,very easy to operate,2025-05-31 01:06:21
